published_at,temp,hum,ligh,bat
2020-11-15T05:41:16.261Z,7,88,0,46.76
2020-11-15T05:51:42.208Z,6,88,0,46.76
2020-11-15T06:02:07.695Z,7,88,0,46.33
2020-11-15T06:12:38.848Z,7,88,0,46.33
2020-11-15T06:23:10.305Z,8,88,2,45.91
2020-11-15T06:33:37.202Z,-4,-4,32,45.91
2020-11-15T06:44:02.545Z,9,88,75,45.91
2020-11-15T06:54:27.887Z,10,88,75,45.49
2020-11-15T07:05:10.428Z,11,89,75,45.49
2020-11-15T07:15:35.413Z,11,89,75,45.49
2020-11-15T07:26:06.926Z,11,89,75,45.06
2020-11-15T07:36:32.114Z,10,88,75,45.06
2020-11-15T07:47:04.039Z,11,89,75,45.06
2020-11-15T07:58:11.291Z,14,91,76,44.64
2020-11-15T08:09:18.550Z,17,92,76,44.64
2020-11-15T08:20:45.678Z,17,89,76,44.64
2020-11-15T08:32:18.790Z,17,92,76,44.64
2020-11-15T08:43:35.926Z,17,92,76,44.64
2020-11-15T08:54:48.149Z,17,92,77,44.64
2020-11-15T09:06:26.404Z,18,93,77,44.64
2020-11-15T09:17:53.715Z,18,93,77,44.64
2020-11-15T09:29:10.876Z,18,93,77,44.64
2020-11-15T09:40:53.874Z,19,93,77,44.64
2020-11-15T09:52:21.881Z,20,82,77,44.64
2020-11-15T10:03:44.382Z,21,76,77,45.06
2020-11-15T10:15:18.051Z,22,73,77,45.06
2020-11-15T10:26:36.545Z,22,70,77,45.06
2020-11-15T10:37:49.094Z,23,63,78,45.49
2020-11-15T10:49:16.363Z,24,57,77,45.49
2020-11-15T11:00:28.383Z,24,55,78,45.49
2020-11-15T11:12:00.632Z,24,52,78,45.91
2020-11-15T11:23:47.734Z,25,51,78,45.91
2020-11-15T11:35:19.873Z,25,51,78,46.33
2020-11-15T11:47:07.075Z,26,50,78,46.33
2020-11-15T11:58:54.068Z,27,48,78,46.33
2020-11-15T12:10:26.092Z,27,46,78,46.76
2020-11-15T12:22:04.349Z,28,45,78,46.76
2020-11-15T12:33:36.739Z,29,44,78,46.76
2020-11-15T12:45:23.787Z,27,46,78,47.18
2020-11-15T12:57:02.056Z,28,43,78,47.18
2020-11-15T13:08:49.080Z,29,44,78,47.61
2020-11-15T13:20:21.333Z,28,42,78,47.61
2020-11-15T13:32:08.535Z,27,43,78,48.03
2020-11-15T13:43:47.215Z,28,46,79,48.03
2020-11-15T13:55:29.324Z,32,36,79,48.03
2020-11-15T14:06:56.561Z,33,34,78,48.46
2020-11-15T14:18:34.421Z,31,36,79,48.46
2020-11-15T14:30:21.799Z,33,34,78,48.46
2020-11-15T14:42:08.989Z,32,34,79,48.93
2020-11-15T14:53:46.368Z,33,33,79,48.93
2020-11-15T15:04:59.062Z,33,33,78,48.93
2020-11-15T15:16:16.268Z,33,34,79,48.93
2020-11-15T15:27:34.393Z,32,34,78,49.42
2020-11-15T15:38:36.613Z,26,45,78,48.93
2020-11-15T15:50:08.909Z,26,49,78,48.93
2020-11-15T16:01:41.192Z,25,51,77,48.93
2020-11-15T16:12:53.197Z,-4,-4,77,48.93
2020-11-15T16:25:02.035Z,24,58,77,48.93
2020-11-15T16:35:27.220Z,23,63,77,48.93
2020-11-15T16:45:52.528Z,-4,-4,77,48.93
2020-11-15T16:56:17.455Z,23,57,22,48.93
2020-11-15T17:06:42.822Z,-4,-4,1,48.46
2020-11-15T17:17:08.450Z,23,62,0,48.46
2020-11-15T17:27:34.142Z,23,62,0,48.46
2020-11-15T17:37:59.241Z,22,62,0,48.46
2020-11-15T17:48:24.518Z,22,61,0,48.03
2020-11-15T17:58:50.114Z,22,59,0,48.03
2020-11-15T18:09:15.183Z,22,59,0,48.03
2020-11-15T18:19:40.199Z,23,58,0,48.03
2020-11-15T18:30:05.758Z,23,57,0,47.61
2020-11-15T18:40:31.079Z,23,56,0,47.61
2020-11-15T18:50:56.021Z,23,57,0,47.61
2020-11-15T19:01:22.627Z,23,57,0,47.61
2020-11-15T19:11:48.144Z,23,57,0,47.18
2020-11-15T19:22:13.364Z,23,56,0,47.18
2020-11-15T19:32:44.339Z,22,58,0,47.18
2020-11-15T19:43:09.943Z,22,59,0,47.18
2020-11-15T19:53:34.951Z,22,58,0,47.18
2020-11-15T20:03:59.981Z,22,58,0,46.76
2020-11-15T20:14:24.876Z,22,60,0,46.76
2020-11-15T20:24:50.000Z,22,59,0,46.76
2020-11-15T20:35:15.087Z,22,59,0,46.76
2020-11-15T20:45:41.505Z,22,60,0,46.33
2020-11-15T20:56:06.461Z,22,58,0,46.33
2020-11-15T21:06:32.063Z,22,60,0,46.33
2020-11-15T21:17:14.625Z,22,61,0,46.33
2020-11-15T21:27:40.351Z,21,62,0,45.91
2020-11-15T21:38:05.643Z,21,60,0,45.91
2020-11-15T21:48:30.932Z,19,75,0,45.91
2020-11-15T21:58:56.339Z,19,77,0,45.91
2020-11-15T22:09:21.762Z,19,80,0,45.49
2020-11-15T22:19:52.845Z,18,84,0,45.49
2020-11-15T22:30:17.966Z,18,87,0,45.49
2020-11-15T22:40:43.135Z,19,79,0,45.49
2020-11-15T22:51:07.761Z,18,84,0,45.06
2020-11-15T23:01:33.616Z,17,92,0,45.06
2020-11-15T23:11:59.287Z,17,92,0,45.06
2020-11-15T23:22:42.194Z,17,92,0,44.64
2020-11-15T23:33:07.939Z,17,92,0,44.64
2020-11-15T23:43:33.223Z,-4,-4,0,44.64
2020-11-15T23:53:58.728Z,17,92,0,44.64
2020-11-16T00:04:23.902Z,17,92,0,44.21
2020-11-16T00:14:49.214Z,-4,-4,0,44.21
2020-11-16T00:25:14.538Z,17,92,0,44.21
2020-11-16T00:35:39.183Z,17,92,0,44.21
2020-11-16T00:46:04.462Z,17,92,0,43.79
2020-11-16T00:56:35.758Z,-4,-4,0,43.79
2020-11-16T01:07:01.343Z,13,91,0,43.79
2020-11-16T01:17:26.840Z,14,91,0,43.79
2020-11-16T01:27:51.990Z,13,91,0,43.37
2020-11-16T01:38:17.486Z,14,91,0,43.37
2020-11-16T01:48:43.079Z,16,92,0,43.37
2020-11-16T01:59:08.342Z,16,92,0,43.37
2020-11-16T02:09:33.934Z,16,92,0,42.94
2020-11-16T02:19:58.692Z,17,92,0,42.94
2020-11-16T02:30:24.274Z,17,92,0,42.94
2020-11-16T02:42:26.804Z,17,92,0,42.94
2020-11-16T02:52:52.138Z,16,92,0,42.52
2020-11-16T03:03:16.618Z,16,92,0,42.52
2020-11-16T03:13:48.542Z,16,92,0,42.52
2020-11-16T03:24:14.297Z,16,92,0,42.52
2020-11-16T03:34:38.987Z,16,92,0,42.1
2020-11-16T03:45:04.199Z,16,92,0,42.1
2020-11-16T03:55:30.154Z,16,92,0,42.1
2020-11-16T04:05:55.829Z,16,92,0,42.1
2020-11-16T04:16:26.713Z,16,92,0,41.67
2020-11-16T04:26:58.239Z,15,91,0,41.67
2020-11-16T04:37:24.304Z,16,92,0,41.67
2020-11-16T04:47:49.536Z,11,89,0,41.67
2020-11-16T04:58:14.619Z,11,89,0,41.25
2020-11-16T05:08:39.903Z,14,91,0,41.25
2020-11-16T05:19:05.292Z,12,90,0,41.25
2020-11-16T05:29:30.593Z,13,91,0,40.82
2020-11-16T05:39:55.145Z,-1,-1,0,40.82
2020-11-16T05:50:20.443Z,12,90,0,40.82
2020-11-16T06:00:46.078Z,15,91,0,40.82
2020-11-16T06:11:11.485Z,15,91,0,40.82
2020-11-16T06:21:36.397Z,14,91,0,40.32
2020-11-16T06:32:01.669Z,-1,-1,9,40.32
2020-11-16T06:42:33.615Z,14,91,61,40.32
2020-11-16T06:52:58.705Z,15,91,75,40.32
2020-11-16T07:03:29.882Z,14,91,76,40.32
2020-11-16T07:14:00.779Z,14,91,76,39.81
2020-11-16T07:24:25.911Z,15,91,76,39.81
2020-11-16T07:36:15.092Z,14,91,76,39.81
2020-11-16T07:47:50.854Z,15,91,76,39.81
2020-11-16T07:58:58.014Z,16,92,76,39.81
2020-11-16T08:10:15.202Z,-1,-1,76,39.81
2020-11-16T08:21:22.459Z,-1,-1,76,39.81
2020-11-16T08:32:58.675Z,21,74,77,39.31
2020-11-16T08:44:05.879Z,21,69,77,39.31
2020-11-16T08:55:13.135Z,23,65,77,39.31
2020-11-16T09:06:20.242Z,24,60,77,39.31
2020-11-16T09:17:37.538Z,-1,-1,77,39.31
2020-11-16T09:28:44.887Z,24,60,78,39.31
2020-11-16T09:39:57.169Z,25,57,78,39.31
2020-11-16T09:51:04.322Z,25,57,77,39.31
2020-11-16T10:02:21.575Z,24,59,77,39.31
2020-11-16T10:13:34.123Z,24,59,77,39.31
2020-11-16T10:25:26.108Z,24,58,78,39.31
2020-11-16T10:37:03.337Z,25,53,78,39.31
2020-11-16T10:48:41.677Z,27,49,78,39.31
2020-11-16T11:00:13.885Z,27,49,78,39.31
2020-11-16T11:11:46.352Z,27,48,78,39.31
2020-11-16T11:23:28.276Z,26,51,78,39.31
2020-11-16T11:35:06.266Z,27,50,78,39.81
2020-11-16T11:46:39.040Z,27,47,78,39.81
2020-11-16T11:58:11.457Z,29,45,78,39.81
2020-11-16T12:09:23.762Z,28,49,78,39.81
2020-11-16T12:20:31.163Z,27,51,78,39.81
2020-11-16T12:32:38.368Z,-1,-1,78,39.81
2020-11-16T12:43:50.478Z,28,48,78,39.81
2020-11-16T12:55:22.459Z,28,50,78,40.32
2020-11-16T13:07:04.843Z,28,50,78,40.32
2020-11-16T13:18:53.120Z,27,52,78,40.32
2020-11-16T13:30:35.438Z,26,53,78,40.32
2020-11-16T13:42:08.808Z,25,56,77,40.32
2020-11-16T13:53:27.031Z,-1,-1,77,40.32
2020-11-16T14:04:34.675Z,24,57,77,40.32
2020-11-16T14:16:21.935Z,26,48,78,40.32
2020-11-16T14:27:44.796Z,28,43,77,40.32
2020-11-16T14:38:57.014Z,23,57,77,40.32
2020-11-16T14:50:04.354Z,24,56,77,40.32
2020-11-16T15:01:31.627Z,26,48,77,39.81
2020-11-16T15:12:48.912Z,24,53,77,39.81
2020-11-16T15:23:56.369Z,24,55,77,39.81
2020-11-16T15:35:23.671Z,22,64,77,39.81
2020-11-16T15:46:30.780Z,20,68,77,39.81
2020-11-16T15:57:38.066Z,20,72,77,39.81
2020-11-16T16:08:40.511Z,19,73,77,39.81
2020-11-16T16:19:12.436Z,20,73,77,39.81
2020-11-16T16:29:44.676Z,20,74,77,39.31
2020-11-16T16:40:16.371Z,20,76,76,39.31
2020-11-16T16:50:41.945Z,19,79,37,39.31
2020-11-16T17:01:18.805Z,-4,-4,2,39.31
2020-11-16T17:11:45.652Z,19,82,0,38.8
2020-11-16T17:22:16.952Z,19,84,0,38.8
2020-11-16T17:32:42.895Z,19,83,0,38.8
2020-11-16T17:43:14.306Z,19,83,0,38.8
2020-11-16T17:53:40.155Z,19,83,0,38.8
2020-11-16T18:04:07.041Z,-4,-4,0,38.3
2020-11-16T18:14:39.134Z,19,84,0,38.3
2020-11-16T18:25:04.903Z,19,90,0,38.3
2020-11-16T18:35:48.072Z,-4,-4,0,38.3
2020-11-16T18:46:13.235Z,18,93,0,38.3
2020-11-16T18:59:59.920Z,18,93,0,37.79
2020-11-16T19:10:25.607Z,18,93,0,37.79
2020-11-16T19:20:51.451Z,18,93,0,37.79
2020-11-16T19:31:23.643Z,18,93,0,37.79
2020-11-16T19:43:26.751Z,-4,-4,0,37.79
2020-11-16T19:53:58.809Z,17,92,0,37.28
2020-11-16T20:04:30.638Z,18,93,0,37.28
2020-11-16T20:14:56.187Z,17,92,0,37.28
2020-11-16T20:25:28.367Z,14,86,0,37.28
2020-11-16T20:35:53.793Z,13,91,0,37.28
2020-11-16T20:46:19.708Z,13,91,0,36.78
2020-11-16T20:56:45.153Z,13,91,0,36.78
2020-11-16T21:07:10.772Z,13,91,0,36.78
2020-11-16T21:17:35.904Z,12,90,0,36.78
2020-11-16T21:28:01.436Z,14,91,0,36.78
2020-11-16T21:38:27.494Z,16,92,0,36.27
2020-11-16T21:48:53.280Z,16,92,0,36.27
2020-11-16T21:59:19.188Z,16,92,0,36.27
2020-11-16T22:09:45.041Z,16,92,0,36.27
2020-11-16T22:20:16.813Z,15,91,0,36.27
2020-11-16T22:30:42.724Z,15,91,0,35.77
2020-11-16T22:41:08.647Z,15,91,0,35.77
2020-11-16T22:51:34.716Z,15,91,0,35.77
2020-11-16T23:02:00.306Z,15,91,0,35.77
2020-11-16T23:12:26.396Z,15,91,0,35.77
2020-11-16T23:22:52.253Z,14,91,0,35.26
2020-11-16T23:33:18.503Z,14,91,0,35.26
2020-11-16T23:43:44.381Z,14,91,0,35.26
2020-11-16T23:54:10.749Z,14,91,0,35.26
2020-11-17T00:04:36.654Z,14,91,0,35.26
2020-11-17T00:15:08.068Z,14,91,0,34.76
2020-11-17T00:25:33.631Z,14,91,0,34.76
2020-11-17T00:35:59.507Z,14,91,0,34.76
2020-11-17T00:46:25.266Z,14,91,0,34.76
2020-11-17T00:56:51.411Z,14,91,0,34.76
2020-11-17T01:07:17.409Z,14,91,0,34.25
2020-11-17T01:17:42.258Z,14,91,0,34.25
2020-11-17T01:29:45.689Z,14,91,0,34.25
2020-11-17T01:40:11.780Z,14,91,0,34.25
2020-11-17T01:53:02.284Z,14,91,0,34.25
2020-11-17T02:03:28.035Z,14,91,0,33.75
2020-11-17T02:13:53.669Z,13,91,0,33.75
2020-11-17T02:24:19.353Z,13,91,0,33.75
2020-11-17T02:34:45.198Z,13,91,0,33.75
2020-11-17T02:45:10.919Z,13,91,0,33.75
2020-11-17T02:55:36.203Z,13,91,0,33.24
2020-11-17T03:06:02.424Z,13,91,0,33.24
2020-11-17T03:16:28.427Z,13,91,0,33.24
2020-11-17T03:27:00.967Z,13,91,0,33.24
2020-11-17T03:37:26.640Z,13,91,0,32.73
2020-11-17T03:47:52.309Z,12,90,0,32.73
2020-11-17T03:58:23.930Z,12,90,0,32.73
2020-11-17T04:08:49.377Z,12,90,0,32.73
2020-11-17T04:19:15.378Z,13,91,0,32.73
2020-11-17T04:29:41.190Z,12,90,0,32.23
2020-11-17T04:40:13.125Z,12,90,0,32.23
2020-11-17T04:50:39.164Z,12,90,0,32.23
2020-11-17T05:01:05.038Z,12,90,0,32.23
2020-11-17T05:11:30.746Z,12,90,0,31.72
2020-11-17T05:21:56.821Z,12,90,0,31.72
2020-11-17T05:32:22.415Z,12,90,0,31.72
2020-11-17T05:42:53.804Z,12,90,0,31.72
2020-11-17T05:53:20.048Z,12,90,0,31.72
2020-11-17T06:03:45.730Z,11,89,0,31.22
2020-11-17T06:14:11.151Z,12,90,0,31.22
2020-11-17T06:24:44.449Z,-1,-1,2,31.22
2020-11-17T06:35:10.259Z,11,89,17,31.22
2020-11-17T06:45:36.217Z,11,89,75,30.71
2020-11-17T06:56:02.139Z,11,89,75,30.71
2020-11-17T07:06:28.051Z,11,89,75,30.71
2020-11-17T07:16:54.085Z,8,88,75,30.71
2020-11-17T07:30:08.891Z,-4,-4,75,30.21
2020-11-17T07:40:40.064Z,8,88,75,30.21
2020-11-17T07:51:47.910Z,8,88,75,30.21
2020-11-17T08:03:06.527Z,15,90,76,30.21
2020-11-17T08:14:23.891Z,17,86,76,29.7
2020-11-17T08:25:37.174Z,18,83,76,29.7
2020-11-17T08:36:49.667Z,19,79,76,29.7
2020-11-17T08:48:22.687Z,20,74,76,29.7
2020-11-17T08:59:35.137Z,21,65,76,29.2
2020-11-17T09:10:42.815Z,21,67,77,29.2
2020-11-17T09:22:00.035Z,22,61,77,29.2
2020-11-17T09:33:07.231Z,22,58,77,29.2
2020-11-17T09:44:14.474Z,22,57,77,29.2
2020-11-17T09:55:21.637Z,23,56,77,29.2
2020-11-17T10:06:29.050Z,25,49,77,28.69
2020-11-17T10:17:46.359Z,24,54,77,28.69
2020-11-17T10:29:43.616Z,25,49,77,28.69
2020-11-17T10:41:26.061Z,25,52,77,28.69
2020-11-17T10:52:53.200Z,24,58,77,28.18
2020-11-17T11:04:10.440Z,24,60,77,28.18
2020-11-17T11:15:55.674Z,24,59,77,28.18
2020-11-17T11:27:02.976Z,24,59,78,28.18
2020-11-17T11:41:14.111Z,24,58,78,28.18
2020-11-17T11:52:26.365Z,26,52,78,28.18
2020-11-17T12:03:48.609Z,26,55,78,28.18
2020-11-17T12:15:11.657Z,26,54,77,28.18
2020-11-17T12:26:43.862Z,24,61,77,28.18
2020-11-17T12:38:11.727Z,23,71,77,28.18
2020-11-17T12:49:35.265Z,24,66,78,28.69
2020-11-17T13:01:03.313Z,25,63,77,28.69
2020-11-17T13:12:30.515Z,24,66,77,28.69
2020-11-17T13:23:42.644Z,24,65,77,28.69
2020-11-17T13:34:56.213Z,25,61,78,28.69
2020-11-17T13:46:03.396Z,26,58,78,28.69
2020-11-17T13:57:19.352Z,26,59,77,28.69
2020-11-17T14:09:37.596Z,23,70,78,28.69
2020-11-17T14:21:09.902Z,25,62,78,28.69
2020-11-17T14:21:09.902Z,25,62,78,28.69
2020-11-17T14:32:27.126Z,27,56,78,28.69
2020-11-17T14:44:24.513Z,25,64,78,28.18
2020-11-17T14:55:53.801Z,27,52,77,28.18
2020-11-17T15:07:16.019Z,25,63,78,28.18
2020-11-17T15:18:28.518Z,25,61,78,27.68
2020-11-17T15:29:40.690Z,29,50,77,27.68
2020-11-17T15:40:52.939Z,23,74,77,27.68
2020-11-17T15:52:14.935Z,22,78,77,27.68
2020-11-17T16:02:40.600Z,-4,-4,77,27.68
2020-11-17T16:03:32.386Z,21,86,77,27.17
2020-11-17T18:49:35.553Z,-5,-5,10,25.66
2020-11-17T18:52:46.962Z,-5,-5,9,25.15
2020-11-17T18:54:11.693Z,-5,-5,9,25.66
2020-11-17T18:56:01.730Z,-5,-5,10,26.16
2020-11-17T18:56:51.437Z,-5,-5,10,26.67
2020-11-17T18:57:44.907Z,-5,-5,8,26.67
2020-11-17T18:58:38.138Z,-5,-5,10,26.67
2020-11-17T18:59:31.688Z,-5,-5,9,26.67
2020-11-17T19:00:25.280Z,-5,-5,10,26.67
2020-11-17T19:01:18.560Z,-5,-5,11,26.67
2020-11-17T19:02:11.817Z,-5,-5,11,26.67
2020-11-17T19:03:05.498Z,-5,-5,10,26.67
2020-11-17T19:04:00.309Z,-5,-5,9,26.67
2020-11-17T19:04:53.080Z,-5,-5,10,26.67
2020-11-17T19:04:53.080Z,-5,-5,10,26.67
2020-11-17T19:05:48.580Z,-5,-5,10,26.67
2020-11-17T19:06:41.620Z,-5,-5,9,26.67
2020-11-17T19:07:35.176Z,-5,-5,10,26.67
2020-11-17T19:08:28.805Z,-5,-5,10,26.67
2020-11-17T19:09:28.792Z,-5,-5,11,26.67
2020-11-17T19:10:22.214Z,-5,-5,9,26.67
2020-11-17T19:11:15.638Z,-5,-5,10,26.67
2020-11-17T19:12:10.672Z,-5,-5,9,26.67
2020-11-17T19:13:00.584Z,-5,-5,9,27.17
2020-11-17T19:14:07.485Z,-5,-5,9,27.68
2020-11-17T19:14:54.744Z,-5,-5,9,28.18
2020-11-17T19:24:37.859Z,-5,-5,9,28.69
2020-11-17T19:24:37.859Z,-5,-5,9,28.69
2020-11-17T19:30:24.035Z,-5,-5,11,29.2
2020-11-17T19:31:11.864Z,-5,-5,9,29.7
2020-11-17T19:41:15.097Z,-5,-5,9,30.21
2020-11-17T19:51:18.968Z,-5,-5,0,30.71
2020-11-17T20:01:21.854Z,-5,-5,0,30.71
2020-11-17T20:11:25.108Z,-5,-5,0,30.71
2020-11-17T20:21:32.145Z,-5,-5,0,30.71
2020-11-17T20:31:35.424Z,-5,-5,0,31.22
2020-11-17T20:41:41.652Z,-5,-5,0,31.22
2020-11-17T20:51:44.952Z,-5,-5,0,31.22
2020-11-17T21:01:51.014Z,-5,-5,0,31.22
2020-11-17T21:11:57.022Z,-5,-5,0,31.22
2020-11-17T21:22:00.533Z,-5,-5,0,31.72
2020-11-17T21:32:03.709Z,-5,-5,0,31.72
2020-11-17T21:42:06.616Z,-5,-5,0,31.72
2020-11-17T21:52:09.858Z,-5,-5,0,31.72
2020-11-17T22:02:13.063Z,-5,-5,0,31.72
2020-11-17T22:12:16.417Z,-5,-5,0,31.72
2020-11-17T22:22:22.759Z,-5,-5,0,31.72
2020-11-17T22:32:25.599Z,-5,-5,0,31.72
2020-11-17T22:42:28.642Z,-5,-5,0,31.72
2020-11-17T22:52:31.571Z,-5,-5,0,31.72
2020-11-17T23:02:37.627Z,-5,-5,0,32.23
2020-11-17T23:12:40.584Z,-5,-5,0,32.23
2020-11-17T23:22:44.472Z,-5,-5,0,32.23
2020-11-17T23:32:48.155Z,-5,-5,0,32.23
2020-11-17T23:42:59.374Z,-5,-5,0,32.23
2020-11-17T23:53:02.605Z,-5,-5,0,32.23
2020-11-18T00:03:08.659Z,-5,-5,0,32.23
2020-11-18T00:13:12.422Z,-5,-5,0,32.23
2020-11-18T00:23:18.235Z,-5,-5,0,32.23
2020-11-18T00:33:24.945Z,-5,-5,0,32.23
2020-11-18T00:43:28.483Z,-5,-5,0,32.23
2020-11-18T00:53:35.197Z,-5,-5,0,32.23
2020-11-18T01:03:38.553Z,-5,-5,0,32.23
2020-11-18T01:13:44.815Z,-5,-5,0,32.23
2020-11-18T01:23:48.171Z,-5,-5,0,32.23
2020-11-18T01:33:51.396Z,-5,-5,0,32.23
2020-11-18T01:43:54.802Z,-5,-5,0,32.23
2020-11-18T01:53:58.787Z,-5,-5,0,32.23
2020-11-18T02:04:05.089Z,-5,-5,0,32.23
2020-11-18T02:14:07.824Z,-5,-5,0,32.23
2020-11-18T02:24:11.044Z,-5,-5,0,32.23
2020-11-18T02:34:14.417Z,-5,-5,0,32.23
2020-11-18T02:44:21.089Z,-5,-5,0,32.23
2020-11-18T02:54:24.351Z,-5,-5,0,32.23
2020-11-18T03:04:31.013Z,-5,-5,0,32.23
2020-11-18T03:14:34.379Z,-5,-5,0,32.23
2020-11-18T03:24:41.672Z,-5,-5,0,32.23
2020-11-18T03:34:45.113Z,-5,-5,0,32.23
2020-11-18T03:44:51.644Z,-5,-5,0,32.23
2020-11-18T03:54:54.973Z,-5,-5,0,32.23
2020-11-18T04:05:01.612Z,-5,-5,0,32.23
2020-11-18T04:15:04.746Z,-5,-5,0,32.23
2020-11-18T04:25:11.157Z,-5,-5,0,32.23
2020-11-18T04:35:14.622Z,-5,-5,0,32.23
2020-11-18T04:45:18.014Z,-5,-5,0,32.23
2020-11-18T04:55:21.241Z,-5,-5,0,32.23
2020-11-18T05:05:27.906Z,-5,-5,0,32.23
2020-11-18T05:15:31.167Z,-5,-5,0,32.23
2020-11-18T05:25:37.370Z,-5,-5,0,32.23
2020-11-18T05:35:40.507Z,-5,-5,0,32.23
2020-11-18T05:45:43.739Z,-5,-5,0,31.72
2020-11-18T05:55:47.415Z,-5,-5,0,31.72
2020-11-18T06:05:50.755Z,-5,-5,0,31.72
2020-11-18T06:15:54.163Z,-5,-5,0,31.72
2020-11-18T06:25:57.988Z,-5,-5,1,31.72
2020-11-18T06:36:01.288Z,-5,-5,11,31.72
2020-11-18T06:46:08.151Z,-5,-5,35,31.72
2020-11-18T06:46:08.151Z,-5,-5,35,31.72
2020-11-18T06:56:11.640Z,-5,-5,76,31.72
2020-11-18T07:06:18.224Z,-5,-5,76,31.72
2020-11-18T07:16:21.717Z,-5,-5,76,31.72
2020-11-18T07:26:25.054Z,-5,-5,76,31.72
2020-11-18T07:36:28.394Z,-5,-5,76,31.72
2020-11-18T07:46:35.511Z,-5,-5,76,31.22
2020-11-18T07:57:01.835Z,-5,-5,76,31.22
2020-11-18T08:07:43.727Z,-5,-5,76,31.22
2020-11-18T08:18:20.554Z,-5,-5,76,31.22
2020-11-18T08:28:39.810Z,-5,-5,76,31.22
2020-11-18T08:38:59.786Z,-5,-5,76,31.22
2020-11-18T08:49:29.643Z,-5,-5,76,31.22
2020-11-18T09:00:11.736Z,-5,-5,76,31.22
2020-11-18T09:10:37.866Z,-5,-5,77,31.22
2020-11-18T09:21:14.384Z,-5,-5,77,30.71
2020-11-18T09:31:31.015Z,-5,-5,77,30.71
2020-11-18T09:41:50.569Z,-5,-5,77,30.71
2020-11-18T09:52:16.295Z,-5,-5,77,30.71
2020-11-18T10:02:42.035Z,-5,-5,77,30.71
2020-11-18T10:12:59.403Z,-5,-5,77,30.71
2020-11-18T10:23:16.234Z,-5,-5,77,30.71
2020-11-18T10:33:42.834Z,-5,-5,77,30.21
2020-11-18T10:44:34.488Z,-5,-5,77,30.21
2020-11-18T10:54:56.033Z,-5,-5,77,30.21
2020-11-18T11:05:18.035Z,-5,-5,77,30.21
2020-11-18T11:15:34.511Z,-5,-5,77,30.21
2020-11-18T11:25:50.917Z,-5,-5,77,29.7
2020-11-18T11:36:27.368Z,-5,-5,77,29.7
2020-11-18T11:46:49.201Z,-5,-5,77,29.7
2020-11-18T11:57:05.865Z,-5,-5,77,29.7
2020-11-18T12:07:37.493Z,-5,-5,77,29.7
2020-11-18T12:17:56.571Z,-5,-5,77,29.2
2020-11-18T12:28:18.581Z,-5,-5,77,29.2
2020-11-18T12:38:35.579Z,-5,-5,77,29.2
2020-11-18T12:48:57.136Z,-5,-5,77,29.2
2020-11-18T12:59:13.751Z,-5,-5,77,29.2
2020-11-18T13:09:40.059Z,-5,-5,77,28.69
2020-11-18T13:19:56.393Z,-5,-5,78,28.69
2020-11-18T13:30:12.865Z,-5,-5,77,28.69
2020-11-18T13:40:33.580Z,-5,-5,78,28.69
2020-11-18T13:50:57.979Z,-5,-5,78,28.18
2020-11-18T14:01:35.862Z,-5,-5,78,28.18
2020-11-18T14:12:17.396Z,-5,-5,78,28.18
2020-11-18T14:22:53.762Z,-5,-5,78,28.18
2020-11-18T14:33:37.852Z,-5,-5,78,27.68
2020-11-18T14:43:59.160Z,-5,-5,78,27.68
2020-11-18T14:54:43.342Z,-5,-5,78,27.68
2020-11-18T14:56:16.371Z,29,48,10,27.17
2020-11-18T15:06:18.713Z,28,49,11,27.17
2020-11-18T15:16:21.656Z,25,61,10,27.17
2020-11-18T15:17:53.795Z,25,64,10,27.17
2020-11-18T15:19:19.005Z,25,60,10,27.17
2020-11-18T15:29:22.110Z,-5,-5,10,27.68
2020-11-18T15:30:35.234Z,-5,-5,10,27.68
2020-11-18T15:31:29.141Z,25,60,10,27.68
2020-11-18T15:33:19.328Z,-5,-5,77,36.78
2020-11-18T15:43:22.834Z,-5,-5,77,36.78
2020-11-18T15:46:59.144Z,29,91,77,36.78
2020-11-18T15:57:02.228Z,22,83,77,36.78
2020-11-18T16:07:05.440Z,-1,-1,77,36.78
2020-11-18T16:17:08.931Z,-1,-1,76,36.78
2020-11-18T16:27:12.291Z,19,93,77,36.78
2020-11-18T16:37:15.458Z,18,93,77,36.78
2020-11-18T16:47:21.532Z,18,93,76,36.78
2020-11-18T16:57:24.527Z,18,93,38,36.27
2020-11-18T17:07:27.894Z,17,92,3,36.27
2020-11-18T17:17:31.500Z,17,92,0,36.27
2020-11-18T17:27:34.890Z,17,92,0,36.27
2020-11-18T17:37:37.915Z,17,92,0,36.27
2020-11-18T17:47:41.125Z,16,92,0,36.27
2020-11-18T17:57:44.124Z,16,92,0,36.27
2020-11-18T18:07:47.902Z,16,92,0,35.77
2020-11-18T18:17:51.592Z,16,92,0,35.77
2020-11-18T18:27:54.790Z,16,92,0,35.77
2020-11-18T18:37:57.947Z,16,92,0,35.77
2020-11-18T18:48:01.126Z,15,91,0,35.77
2020-11-18T18:58:04.099Z,15,91,0,35.26
2020-11-18T19:08:07.749Z,15,91,0,35.26
2020-11-18T19:18:10.734Z,15,91,0,35.26
2020-11-18T19:28:14.284Z,15,91,0,35.26
2020-11-18T19:38:17.276Z,14,91,0,34.76
2020-11-18T19:48:20.465Z,14,91,0,34.76
2020-11-18T19:58:23.634Z,14,91,0,34.76
