-0.266499, 0.890627, -0.758371, -0.929757, -0.266499, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.908360, -0.424873, 0.890627, -0.758371, -0.908360, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.678097, -0.758371, -0.929757
-0.266499, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.908360, -0.424873, 0.890627, -0.758371, -0.908360, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.678097, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757
-0.424873, 0.890627, -0.758371, -0.908360, -0.424873, 0.890627, -0.758371, -0.908360, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.678097, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757
-0.424873, 0.890627, -0.758371, -0.908360, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.678097, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757
-0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.678097, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757
-0.424873, 0.678097, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757
-0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757
-0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757
-0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757
-0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757, -0.424873, 0.890627, -0.758371, -0.929757
